Name,Protein identifier,Contig id,Start,Stop,Strand,Gene symbol,Sequence name,Scope,Element type,Element subtype,Class,Subclass,Method,Target length,Reference sequence length,% Coverage of reference sequence,% Identity to reference sequence,Alignment length,Accession of closest sequence,Name of closest sequence,HMM id,HMM description
SRR28167559,NA,NODE_74_length_1708_cov_28.483530,1136,1597,-,aac(3)-Ia,aminoglycoside N-acetyltransferase AAC(3)-Ia,core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,154,154,100.00,100.00,154,WP_002089484.1,aminoglycoside N-acetyltransferase AAC(3)-Ia,NA,NA
SRR28167559,NA,NODE_75_length_1451_cov_37.605769,165,977,+,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,EXACTX,271,271,100.00,100.00,271,WP_000018326.1,aminoglycoside O-phosphotransferase APH(3')-Ia,NA,NA
SRR28167559,NA,NODE_76_length_1316_cov_59.458505,28,864,-,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,279,279,100.00,100.00,279,WP_000259031.1,sulfonamide-resistant dihydropteroate synthase Sul1,NA,NA
SRR28167559,NA,NODE_76_length_1316_cov_59.458505,861,1205,-,qacEdelta1,quaternary ammonium compound efflux SMR transporter QacE delta 1,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,115,115,100.00,100.00,115,WP_000679427.1,quaternary ammonium compound efflux SMR transporter QacE delta 1,NA,NA
SRR28167559,NA,NODE_77_length_1187_cov_36.055147,174,974,+,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,267,267,100.00,100.00,267,WP_001082319.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,NA,NA
SRR28167559,NA,NODE_82_length_831_cov_59.612022,110,829,-,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,PARTIAL_CONTIG_ENDX,240,278,86.33,100.00,240,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,NA,NA
SRR28167559,NA,NODE_86_length_693_cov_102.020202,3,683,-,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,PARTIAL_CONTIG_ENDX,227,262,86.64,100.00,227,WP_001206315.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,NA,NA
SRR28167560,NA,NODE_14_length_79977_cov_35.795789,34685,35470,-,ant(3'')-IIa,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,EXACTX,262,262,100.00,100.00,262,WP_001279062.1,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,NA,NA
SRR28167560,NA,NODE_1_length_492912_cov_32.809477,212966,213787,+,blaOXA-69,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-69,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,274,274,100.00,100.00,274,WP_001021779.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-69,NA,NA
SRR28167560,NA,NODE_22_length_64282_cov_35.013960,150,671,-,sat2,streptothricin N-acetyltransferase Sat2,core,AMR,AMR,STREPTOTHRICIN,STREPTOTHRICIN,EXACTX,174,174,100.00,100.00,174,WP_000704156.1,streptothricin N-acetyltransferase Sat2,NA,NA
SRR28167560,NA,NODE_22_length_64282_cov_35.013960,769,1239,-,dfrA1,trimethoprim-resistant dihydrofolate reductase DfrA1,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,157,157,100.00,100.00,157,WP_000777554.1,trimethoprim-resistant dihydrofolate reductase DfrA1,NA,NA
SRR28167560,NA,NODE_30_length_42607_cov_33.962854,174,1319,+,blaADC,ADC family extended-spectrum class C beta-lactamase,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,BLASTX,382,383,100.00,98.69,383,WP_003112187.1,extended-spectrum class C beta-lactamase ADC-191,NA,NA
SRR28167560,NA,NODE_47_length_12065_cov_36.082902,1825,2706,-,mph(E),Mph(E) family macrolide 2'-phosphotransferase,core,AMR,AMR,MACROLIDE,ERYTHROMYCIN,EXACTX,294,294,100.00,100.00,294,WP_000155092.1,Mph(E) family macrolide 2'-phosphotransferase,NA,NA
SRR28167560,NA,NODE_47_length_12065_cov_36.082902,2765,4237,-,msr(E),ABC-F type ribosomal protection protein Msr(E),core,AMR,AMR,MACROLIDE/STREPTOGRAMIN,AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN,EXACTX,491,491,100.00,100.00,491,WP_000052512.1,ABC-F type ribosomal protection protein Msr(E),NA,NA
SRR28167560,NA,NODE_47_length_12065_cov_36.082902,6539,7309,-,armA,16S rRNA (guanine(1405)-N(7))-methyltransferase ArmA,core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,257,257,100.00,100.00,257,WP_000359986.1,16S rRNA (guanine(1405)-N(7))-methyltransferase ArmA,NA,NA
SRR28167560,NA,NODE_51_length_8120_cov_29.413664,6751,7113,-,ble,bleomycin binding protein Ble-MBL,core,AMR,AMR,BLEOMYCIN,BLEOMYCIN,EXACTX,121,121,100.00,100.00,121,WP_004201167.1,bleomycin binding protein Ble-MBL,NA,NA
SRR28167560,NA,NODE_51_length_8120_cov_29.413664,7120,7929,-,blaNDM-1,subclass B1 metallo-beta-lactamase NDM-1,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,270,270,100.00,100.00,270,WP_004201164.1,subclass B1 metallo-beta-lactamase NDM-1,NA,NA
SRR28167560,NA,NODE_58_length_4810_cov_61.933560,19,831,+,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,271,271,100.00,100.00,271,WP_001043260.1,sulfonamide-resistant dihydropteroate synthase Sul2,NA,NA
SRR28167560,NA,NODE_58_length_4810_cov_61.933560,1452,2654,-,tet(B),tetracycline efflux MFS transporter Tet(B),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,401,401,100.00,100.00,401,WP_001089072.1,tetracycline efflux MFS transporter Tet(B),NA,NA
SRR28167560,NA,NODE_66_length_2598_cov_37.020408,387,836,+,arr-2,NAD(+)--rifampin ADP-ribosyltransferase Arr-2,core,AMR,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,150,150,100.00,100.00,150,WP_000237816.1,NAD(+)--rifampin ADP-ribosyltransferase Arr-2,NA,NA
SRR28167560,NA,NODE_66_length_2598_cov_37.020408,1160,2416,+,cmlA5,chloramphenicol efflux MFS transporter CmlA5,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,419,419,100.00,100.00,419,WP_012300772.1,chloramphenicol efflux MFS transporter CmlA5,NA,NA
SRR28167560,NA,NODE_67_length_2445_cov_72.001572,1593,2411,-,blaOXA-23,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,273,273,100.00,100.00,273,WP_001046004.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,NA,NA
SRR28167560,NA,NODE_75_length_1708_cov_29.937850,1136,1597,-,aac(3)-Ia,aminoglycoside N-acetyltransferase AAC(3)-Ia,core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,154,154,100.00,100.00,154,WP_002089484.1,aminoglycoside N-acetyltransferase AAC(3)-Ia,NA,NA
SRR28167560,NA,NODE_76_length_1451_cov_32.198964,475,1287,-,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,EXACTX,271,271,100.00,100.00,271,WP_000018326.1,aminoglycoside O-phosphotransferase APH(3')-Ia,NA,NA
SRR28167560,NA,NODE_77_length_1316_cov_61.132293,28,864,-,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,279,279,100.00,100.00,279,WP_000259031.1,sulfonamide-resistant dihydropteroate synthase Sul1,NA,NA
SRR28167560,NA,NODE_77_length_1316_cov_61.132293,861,1205,-,qacEdelta1,quaternary ammonium compound efflux SMR transporter QacE delta 1,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,115,115,100.00,100.00,115,WP_000679427.1,quaternary ammonium compound efflux SMR transporter QacE delta 1,NA,NA
SRR28167560,NA,NODE_78_length_1187_cov_37.949449,214,1014,-,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,267,267,100.00,100.00,267,WP_001082319.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,NA,NA
SRR28167560,NA,NODE_82_length_859_cov_100.076316,11,796,+,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,262,262,100.00,100.00,262,WP_001206315.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,NA,NA
SRR28167560,NA,NODE_84_length_831_cov_59.972678,3,722,+,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,PARTIAL_CONTIG_ENDX,240,278,86.33,100.00,240,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,NA,NA
SRR28167561,NA,NODE_18_length_79977_cov_36.249781,44508,45293,+,ant(3'')-IIa,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,EXACTX,262,262,100.00,100.00,262,WP_001279062.1,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,NA,NA
SRR28167561,NA,NODE_1_length_303665_cov_32.717221,212966,213787,+,blaOXA-69,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-69,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,274,274,100.00,100.00,274,WP_001021779.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-69,NA,NA
SRR28167561,NA,NODE_25_length_64282_cov_34.069286,150,671,-,sat2,streptothricin N-acetyltransferase Sat2,core,AMR,AMR,STREPTOTHRICIN,STREPTOTHRICIN,EXACTX,174,174,100.00,100.00,174,WP_000704156.1,streptothricin N-acetyltransferase Sat2,NA,NA
SRR28167561,NA,NODE_25_length_64282_cov_34.069286,769,1239,-,dfrA1,trimethoprim-resistant dihydrofolate reductase DfrA1,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,157,157,100.00,100.00,157,WP_000777554.1,trimethoprim-resistant dihydrofolate reductase DfrA1,NA,NA
SRR28167561,NA,NODE_32_length_42608_cov_34.816486,41290,42435,-,blaADC,ADC family extended-spectrum class C beta-lactamase,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,BLASTX,382,383,100.00,98.69,383,WP_003112187.1,extended-spectrum class C beta-lactamase ADC-191,NA,NA
SRR28167561,NA,NODE_46_length_12065_cov_35.269346,1825,2706,-,mph(E),Mph(E) family macrolide 2'-phosphotransferase,core,AMR,AMR,MACROLIDE,ERYTHROMYCIN,EXACTX,294,294,100.00,100.00,294,WP_000155092.1,Mph(E) family macrolide 2'-phosphotransferase,NA,NA
SRR28167561,NA,NODE_46_length_12065_cov_35.269346,2765,4237,-,msr(E),ABC-F type ribosomal protection protein Msr(E),core,AMR,AMR,MACROLIDE/STREPTOGRAMIN,AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN,EXACTX,491,491,100.00,100.00,491,WP_000052512.1,ABC-F type ribosomal protection protein Msr(E),NA,NA
SRR28167561,NA,NODE_46_length_12065_cov_35.269346,6539,7309,-,armA,16S rRNA (guanine(1405)-N(7))-methyltransferase ArmA,core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,257,257,100.00,100.00,257,WP_000359986.1,16S rRNA (guanine(1405)-N(7))-methyltransferase ArmA,NA,NA
SRR28167561,NA,NODE_50_length_8115_cov_30.331213,6746,7108,-,ble,bleomycin binding protein Ble-MBL,core,AMR,AMR,BLEOMYCIN,BLEOMYCIN,EXACTX,121,121,100.00,100.00,121,WP_004201167.1,bleomycin binding protein Ble-MBL,NA,NA
SRR28167561,NA,NODE_50_length_8115_cov_30.331213,7115,7924,-,blaNDM-1,subclass B1 metallo-beta-lactamase NDM-1,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,270,270,100.00,100.00,270,WP_004201164.1,subclass B1 metallo-beta-lactamase NDM-1,NA,NA
SRR28167561,NA,NODE_58_length_4810_cov_63.394821,19,831,+,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,271,271,100.00,100.00,271,WP_001043260.1,sulfonamide-resistant dihydropteroate synthase Sul2,NA,NA
SRR28167561,NA,NODE_58_length_4810_cov_63.394821,1452,2654,-,tet(B),tetracycline efflux MFS transporter Tet(B),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,401,401,100.00,100.00,401,WP_001089072.1,tetracycline efflux MFS transporter Tet(B),NA,NA
SRR28167561,NA,NODE_65_length_2643_cov_108.575865,1692,2510,-,blaOXA-23,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,273,273,100.00,100.00,273,WP_001046004.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,NA,NA
SRR28167561,NA,NODE_66_length_2598_cov_34.830332,183,1439,-,cmlA5,chloramphenicol efflux MFS transporter CmlA5,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,419,419,100.00,100.00,419,WP_012300772.1,chloramphenicol efflux MFS transporter CmlA5,NA,NA
SRR28167561,NA,NODE_66_length_2598_cov_34.830332,1763,2212,-,arr-2,NAD(+)--rifampin ADP-ribosyltransferase Arr-2,core,AMR,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,150,150,100.00,100.00,150,WP_000237816.1,NAD(+)--rifampin ADP-ribosyltransferase Arr-2,NA,NA
SRR28167561,NA,NODE_74_length_1708_cov_28.777502,1136,1597,-,aac(3)-Ia,aminoglycoside N-acetyltransferase AAC(3)-Ia,core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,154,154,100.00,100.00,154,WP_002089484.1,aminoglycoside N-acetyltransferase AAC(3)-Ia,NA,NA
SRR28167561,NA,NODE_76_length_1316_cov_59.746919,28,864,-,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,279,279,100.00,100.00,279,WP_000259031.1,sulfonamide-resistant dihydropteroate synthase Sul1,NA,NA
SRR28167561,NA,NODE_76_length_1316_cov_59.746919,861,1205,-,qacEdelta1,quaternary ammonium compound efflux SMR transporter QacE delta 1,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,115,115,100.00,100.00,115,WP_000679427.1,quaternary ammonium compound efflux SMR transporter QacE delta 1,NA,NA
SRR28167561,NA,NODE_77_length_1187_cov_33.309743,214,1014,-,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,267,267,100.00,100.00,267,WP_001082319.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,NA,NA
SRR28167561,NA,NODE_82_length_831_cov_57.490437,110,829,-,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,PARTIAL_CONTIG_ENDX,240,278,86.33,100.00,240,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,NA,NA
SRR28167561,NA,NODE_85_length_693_cov_95.744108,11,691,+,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,PARTIAL_CONTIG_ENDX,227,262,86.64,100.00,227,WP_001206315.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,NA,NA
SRR28167562,NA,NODE_15_length_79977_cov_36.803225,44508,45293,+,ant(3'')-IIa,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,EXACTX,262,262,100.00,100.00,262,WP_001279062.1,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,NA,NA
SRR28167562,NA,NODE_1_length_492912_cov_32.588373,279126,279947,-,blaOXA-69,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-69,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,274,274,100.00,100.00,274,WP_001021779.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-69,NA,NA
SRR28167562,NA,NODE_22_length_64282_cov_34.037066,63044,63514,+,dfrA1,trimethoprim-resistant dihydrofolate reductase DfrA1,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,157,157,100.00,100.00,157,WP_000777554.1,trimethoprim-resistant dihydrofolate reductase DfrA1,NA,NA
SRR28167562,NA,NODE_22_length_64282_cov_34.037066,63612,64133,+,sat2,streptothricin N-acetyltransferase Sat2,core,AMR,AMR,STREPTOTHRICIN,STREPTOTHRICIN,EXACTX,174,174,100.00,100.00,174,WP_000704156.1,streptothricin N-acetyltransferase Sat2,NA,NA
SRR28167562,NA,NODE_30_length_42607_cov_34.810436,174,1319,+,blaADC,ADC family extended-spectrum class C beta-lactamase,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,BLASTX,382,383,100.00,98.69,383,WP_003112187.1,extended-spectrum class C beta-lactamase ADC-191,NA,NA
SRR28167562,NA,NODE_45_length_12065_cov_30.635133,4757,5527,+,armA,16S rRNA (guanine(1405)-N(7))-methyltransferase ArmA,core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,257,257,100.00,100.00,257,WP_000359986.1,16S rRNA (guanine(1405)-N(7))-methyltransferase ArmA,NA,NA
SRR28167562,NA,NODE_45_length_12065_cov_30.635133,7829,9301,+,msr(E),ABC-F type ribosomal protection protein Msr(E),core,AMR,AMR,MACROLIDE/STREPTOGRAMIN,AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN,EXACTX,491,491,100.00,100.00,491,WP_000052512.1,ABC-F type ribosomal protection protein Msr(E),NA,NA
SRR28167562,NA,NODE_45_length_12065_cov_30.635133,9360,10241,+,mph(E),Mph(E) family macrolide 2'-phosphotransferase,core,AMR,AMR,MACROLIDE,ERYTHROMYCIN,EXACTX,294,294,100.00,100.00,294,WP_000155092.1,Mph(E) family macrolide 2'-phosphotransferase,NA,NA
SRR28167562,NA,NODE_49_length_8120_cov_30.566513,192,1001,+,blaNDM-1,subclass B1 metallo-beta-lactamase NDM-1,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,270,270,100.00,100.00,270,WP_004201164.1,subclass B1 metallo-beta-lactamase NDM-1,NA,NA
SRR28167562,NA,NODE_49_length_8120_cov_30.566513,1008,1370,+,ble,bleomycin binding protein Ble-MBL,core,AMR,AMR,BLEOMYCIN,BLEOMYCIN,EXACTX,121,121,100.00,100.00,121,WP_004201167.1,bleomycin binding protein Ble-MBL,NA,NA
SRR28167562,NA,NODE_56_length_4810_cov_63.283167,2157,3359,+,tet(B),tetracycline efflux MFS transporter Tet(B),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,EXACTX,401,401,100.00,100.00,401,WP_001089072.1,tetracycline efflux MFS transporter Tet(B),NA,NA
SRR28167562,NA,NODE_56_length_4810_cov_63.283167,3980,4792,-,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,271,271,100.00,100.00,271,WP_001043260.1,sulfonamide-resistant dihydropteroate synthase Sul2,NA,NA
SRR28167562,NA,NODE_64_length_2598_cov_29.184474,387,836,+,arr-2,NAD(+)--rifampin ADP-ribosyltransferase Arr-2,core,AMR,AMR,RIFAMYCIN,RIFAMYCIN,ALLELEX,150,150,100.00,100.00,150,WP_000237816.1,NAD(+)--rifampin ADP-ribosyltransferase Arr-2,NA,NA
SRR28167562,NA,NODE_64_length_2598_cov_29.184474,1160,2416,+,cmlA5,chloramphenicol efflux MFS transporter CmlA5,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,419,419,100.00,100.00,419,WP_012300772.1,chloramphenicol efflux MFS transporter CmlA5,NA,NA
SRR28167562,NA,NODE_65_length_2445_cov_70.919811,35,853,+,blaOXA-23,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,273,273,100.00,100.00,273,WP_001046004.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,NA,NA
SRR28167562,NA,NODE_72_length_1801_cov_42.141598,165,977,+,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,EXACTX,271,271,100.00,100.00,271,WP_000018326.1,aminoglycoside O-phosphotransferase APH(3')-Ia,NA,NA
SRR28167562,NA,NODE_74_length_1708_cov_33.293350,112,573,+,aac(3)-Ia,aminoglycoside N-acetyltransferase AAC(3)-Ia,core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,154,154,100.00,100.00,154,WP_002089484.1,aminoglycoside N-acetyltransferase AAC(3)-Ia,NA,NA
SRR28167562,NA,NODE_75_length_1316_cov_53.095316,112,456,+,qacEdelta1,quaternary ammonium compound efflux SMR transporter QacE delta 1,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,115,115,100.00,100.00,115,WP_000679427.1,quaternary ammonium compound efflux SMR transporter QacE delta 1,NA,NA
SRR28167562,NA,NODE_75_length_1316_cov_53.095316,453,1289,+,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,279,279,100.00,100.00,279,WP_000259031.1,sulfonamide-resistant dihydropteroate synthase Sul1,NA,NA
SRR28167562,NA,NODE_76_length_1187_cov_37.708640,214,1014,-,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,267,267,100.00,100.00,267,WP_001082319.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,NA,NA
SRR28167562,NA,NODE_81_length_831_cov_64.418033,110,829,-,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,PARTIAL_CONTIG_ENDX,240,278,86.33,100.00,240,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,NA,NA
SRR28167562,NA,NODE_84_length_693_cov_90.875421,3,683,-,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,PARTIAL_CONTIG_ENDX,227,262,86.64,100.00,227,WP_001206315.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,NA,NA
SRR28167563,NA,NODE_10_length_172238_cov_34.748430,136772,137557,+,ant(3'')-IIa,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,BLASTX,262,262,100.00,99.24,262,WP_001112624.1,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,NA,NA
SRR28167563,NA,NODE_1_length_656484_cov_32.520777,437060,438208,+,blaADC-105,extended-spectrum class C beta-lactamase ADC-105,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,383,383,100.00,100.00,383,WP_068981612.1,extended-spectrum class C beta-lactamase ADC-105,NA,NA
SRR28167563,NA,NODE_3_length_430215_cov_31.006319,65106,65927,-,blaOXA-104,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-104,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,274,274,100.00,100.00,274,WP_024433915.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-104,NA,NA
SRR28167564,NA,NODE_15_length_79977_cov_35.483713,44508,45293,+,ant(3'')-IIa,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,EXACTX,262,262,100.00,100.00,262,WP_001279062.1,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,NA,NA
SRR28167564,NA,NODE_1_length_492912_cov_32.566878,212966,213787,+,blaOXA-69,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-69,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,274,274,100.00,100.00,274,WP_001021779.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-69,NA,NA
SRR28167564,NA,NODE_21_length_64282_cov_33.983703,63044,63514,+,dfrA1,trimethoprim-resistant dihydrofolate reductase DfrA1,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,157,157,100.00,100.00,157,WP_000777554.1,trimethoprim-resistant dihydrofolate reductase DfrA1,NA,NA
SRR28167564,NA,NODE_21_length_64282_cov_33.983703,63612,64133,+,sat2,streptothricin N-acetyltransferase Sat2,core,AMR,AMR,STREPTOTHRICIN,STREPTOTHRICIN,EXACTX,174,174,100.00,100.00,174,WP_000704156.1,streptothricin N-acetyltransferase Sat2,NA,NA
SRR28167564,NA,NODE_29_length_42607_cov_33.833490,174,1319,+,blaADC,ADC family extended-spectrum class C beta-lactamase,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,BLASTX,382,383,100.00,98.69,383,WP_003112187.1,extended-spectrum class C beta-lactamase ADC-191,NA,NA
SRR28167564,NA,NODE_45_length_12065_cov_34.059502,1825,2706,-,mph(E),Mph(E) family macrolide 2'-phosphotransferase,core,AMR,AMR,MACROLIDE,ERYTHROMYCIN,EXACTX,294,294,100.00,100.00,294,WP_000155092.1,Mph(E) family macrolide 2'-phosphotransferase,NA,NA
SRR28167564,NA,NODE_45_length_12065_cov_34.059502,2765,4237,-,msr(E),ABC-F type ribosomal protection protein Msr(E),core,AMR,AMR,MACROLIDE/STREPTOGRAMIN,AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN,EXACTX,491,491,100.00,100.00,491,WP_000052512.1,ABC-F type ribosomal protection protein Msr(E),NA,NA
SRR28167564,NA,NODE_45_length_12065_cov_34.059502,6539,7309,-,armA,16S rRNA (guanine(1405)-N(7))-methyltransferase ArmA,core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,257,257,100.00,100.00,257,WP_000359986.1,16S rRNA (guanine(1405)-N(7))-methyltransferase ArmA,NA,NA
