Name,Protein identifier,Contig id,Start,Stop,Strand,Gene symbol,Sequence name,Scope,Element type,Element subtype,Class,Subclass,Method,Target length,Reference sequence length,% Coverage of reference sequence,% Identity to reference sequence,Alignment length,Accession of closest sequence,Name of closest sequence,HMM id,HMM description,sample_id,molecule_type,primary_cluster_id,secondary_cluster_id,contig_id,size,gc,md5,circularity_status,rep_type(s),rep_type_accession(s),relaxase_type(s),relaxase_type_accession(s),mpf_type,mpf_type_accession(s),orit_type(s),orit_accession(s),predicted_mobility,mash_nearest_neighbor,mash_neighbor_distance,mash_neighbor_identification,repetitive_dna_id,repetitive_dna_type,filtering_reason
SRR13327194,,NODE_189_length_2641_cov_36.613690,132,950,+,blaOXA-23,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,273,273,100.0,100.0,273,WP_001046004.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,,,SRR13327194,chromosome,-,-,NODE_189_length_2641_cov_36.613690,2641,0.3672851192730026,4f6bbbeb95deee80f3c0199e760d2c79,not tested,-,-,-,-,-,-,-,-,-,CP008851,0.0778587,Acinetobacter baumannii,-,-,-
SRR13327194,,NODE_218_length_1404_cov_17.462069,193,1305,-,tet(B),tetracycline efflux MFS transporter Tet(B),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,371,401,92.52,100.0,371,WP_001089064.1,tetracycline efflux MFS transporter Tet(B),,,SRR13327194,plasmid,AC716,AM018,NODE_218_length_1404_cov_17.462069,1404,0.4437321937321937,0e6941a46d700e88d82356018c9c1cf7,not tested,-,-,-,-,-,-,-,-,-,AP014650,0.00574147,Acinetobacter baumannii,"KU551336,KT777642","IS10L,ISShdy2",repetitve element
SRR13327194,,NODE_233_length_1095_cov_11.288153,128,904,-,aph(3')-VIa,aminoglycoside O-phosphotransferase APH(3')-VIa,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN,BLASTX,259,259,100.0,99.61,259,WP_000422636.1,aminoglycoside O-phosphotransferase APH(3')-VIa,,,SRR13327194,chromosome,-,-,NODE_233_length_1095_cov_11.288153,1095,0.336986301369863,4a3cf3b1595e7195e64c53b82ed9f686,not tested,-,-,-,-,-,-,-,-,-,CP008851,0.0778587,Acinetobacter baumannii,JQ241792,ISC1041,repetitve element
SRR13327194,,NODE_89_length_15506_cov_12.728046,2028,2828,+,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,267,267,100.0,100.0,267,WP_001082319.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,,,SRR13327194,plasmid,AC716,AM018,NODE_89_length_15506_cov_12.728046,15506,0.5073519927769895,66a2bdedfce878f754dd080fe763b72c,not tested,-,-,-,-,-,-,-,-,-,AP014650,0.00574147,Acinetobacter baumannii,-,-,-
SRR13327194,,NODE_89_length_15506_cov_12.728046,2831,3664,+,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,278,278,100.0,100.0,278,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,,,SRR13327194,plasmid,AC716,AM018,NODE_89_length_15506_cov_12.728046,15506,0.5073519927769895,66a2bdedfce878f754dd080fe763b72c,not tested,-,-,-,-,-,-,-,-,-,AP014650,0.00574147,Acinetobacter baumannii,-,-,-
SRR13327194,,NODE_89_length_15506_cov_12.728046,6283,7095,-,sul2,sulfonamide-resistant dihydropteroate synthase Sul2,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,271,271,100.0,100.0,271,WP_001043260.1,sulfonamide-resistant dihydropteroate synthase Sul2,,,SRR13327194,plasmid,AC716,AM018,NODE_89_length_15506_cov_12.728046,15506,0.5073519927769895,66a2bdedfce878f754dd080fe763b72c,not tested,-,-,-,-,-,-,-,-,-,AP014650,0.00574147,Acinetobacter baumannii,-,-,-
SRR13327196,,NODE_121_length_8936_cov_14.919656,108,1256,+,blaADC-73,extended-spectrum class C beta-lactamase ADC-73,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,383,383,100.0,100.0,383,WP_001211219.1,extended-spectrum class C beta-lactamase ADC-73,,,SRR13327196,chromosome,-,-,NODE_121_length_8936_cov_14.919656,8936,0.3681736794986571,f9290bd5d05aa7fda7b0c1372741cfcf,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SRR13327196,,NODE_145_length_6944_cov_15.753689,5927,6748,-,blaOXA-66,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,274,274,100.0,100.0,274,WP_001021792.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66,,,SRR13327196,plasmid,AE271,AO017,NODE_145_length_6944_cov_15.753689,6944,0.389544930875576,5a752b70a436678024c0a0a050485886,not tested,-,-,-,-,-,-,-,-,-,CP039931,0.0197565,Acinetobacter baumannii,-,-,-
SRR13327196,,NODE_146_length_6885_cov_20.753610,308,1507,-,tet(B),tetracycline efflux MFS transporter Tet(B),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,400,401,99.75,100.0,400,WP_001089072.1,tetracycline efflux MFS transporter Tet(B),,,SRR13327196,plasmid,AF098,-,NODE_146_length_6885_cov_20.753610,6885,0.494553376906318,a438cbd95b072a04bfd4136dd55a5a9d,not tested,-,-,-,-,-,-,-,-,-,KM189195,0.0556462,Vibrio parahaemolyticus,-,-,-
SRR13327196,,NODE_146_length_6885_cov_20.753610,4883,5716,-,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,278,278,100.0,100.0,278,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,,,SRR13327196,plasmid,AF098,-,NODE_146_length_6885_cov_20.753610,6885,0.494553376906318,a438cbd95b072a04bfd4136dd55a5a9d,not tested,-,-,-,-,-,-,-,-,-,KM189195,0.0556462,Vibrio parahaemolyticus,-,-,-
SRR13327196,,NODE_146_length_6885_cov_20.753610,5719,6519,-,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,267,267,100.0,100.0,267,WP_001082319.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,,,SRR13327196,plasmid,AF098,-,NODE_146_length_6885_cov_20.753610,6885,0.494553376906318,a438cbd95b072a04bfd4136dd55a5a9d,not tested,-,-,-,-,-,-,-,-,-,KM189195,0.0556462,Vibrio parahaemolyticus,-,-,-
SRR13327196,,NODE_220_length_2445_cov_26.575472,1593,2411,-,blaOXA-23,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,273,273,100.0,100.0,273,WP_001046004.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,,,SRR13327196,plasmid,AB114,AJ692,NODE_220_length_2445_cov_26.575472,2445,0.3738241308793456,edf0228d72d0c433f4db30a9fd292761,not tested,-,-,-,-,-,-,-,-,-,CP026128,0.0106116,Acinetobacter baumannii,-,-,-
SRR13327196,,NODE_239_length_1772_cov_18.714286,797,1654,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,SRR13327196,plasmid,AF098,-,NODE_239_length_1772_cov_18.714286,1772,0.4881489841986456,89982ade5a6492d1de70326a3118daf4,not tested,-,-,-,-,-,-,-,-,-,KM189195,0.0556462,Vibrio parahaemolyticus,"CP001182,EU780013,JQ899055","IS15,ISPam4,Tn3",repetitve element
SRR13327196,,NODE_270_length_1128_cov_18.135083,165,977,+,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,EXACTX,271,271,100.0,100.0,271,WP_000018326.1,aminoglycoside O-phosphotransferase APH(3')-Ia,,,SRR13327196,plasmid,AC237,AL339,NODE_270_length_1128_cov_18.135083,1128,0.4388297872340425,399a76d9620201ccfe933562b657c1f3,not tested,-,-,-,-,-,-,-,-,-,CP003907,0.00521614,Acinetobacter baumannii BJAB07104,"MF805806,CP001182,MF372716,JQ899055","IS1006,IS15,ISPmi2,Tn3",repetitve element
SRR13327196,,NODE_36_length_30628_cov_27.990599,6139,6924,-,ant(3'')-IIa,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,BLASTX,262,262,100.0,98.85,262,WP_001279062.1,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,,,SRR13327196,chromosome,-,-,NODE_36_length_30628_cov_27.990599,30628,0.4115515214836098,4a9c9fffa8e5af815582718b0f4b176d,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SRR13327196,,NODE_75_length_17680_cov_17.199534,1077,1628,+,aac(6')-Ib',aminoglycoside N-acetyltransferase AAC(6')-Ib',core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,184,184,100.0,100.0,184,WP_014454105.1,aminoglycoside N-acetyltransferase AAC(6')-Ib',,,SRR13327196,plasmid,AC237,AL339,NODE_75_length_17680_cov_17.199534,17680,0.468156108597285,d19269d8120760515a3c32460c28831a,not tested,rep_cluster_1254,000562__KT346360_00001,-,-,-,-,-,-,-,CP003907,0.00521614,Acinetobacter baumannii BJAB07104,-,-,-
SRR13327196,,NODE_75_length_17680_cov_17.199534,1724,2353,+,catB8,type B-3 chloramphenicol O-acetyltransferase CatB8,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,210,210,100.0,100.0,210,WP_002075262.1,type B-3 chloramphenicol O-acetyltransferase CatB8,,,SRR13327196,plasmid,AC237,AL339,NODE_75_length_17680_cov_17.199534,17680,0.468156108597285,d19269d8120760515a3c32460c28831a,not tested,rep_cluster_1254,000562__KT346360_00001,-,-,-,-,-,-,-,CP003907,0.00521614,Acinetobacter baumannii BJAB07104,-,-,-
SRR13327196,,NODE_75_length_17680_cov_17.199534,2414,3202,+,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,263,263,100.0,100.0,263,WP_001206316.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,,,SRR13327196,plasmid,AC237,AL339,NODE_75_length_17680_cov_17.199534,17680,0.468156108597285,d19269d8120760515a3c32460c28831a,not tested,rep_cluster_1254,000562__KT346360_00001,-,-,-,-,-,-,-,CP003907,0.00521614,Acinetobacter baumannii BJAB07104,-,-,-
SRR13327196,,NODE_75_length_17680_cov_17.199534,3369,3713,+,qacEdelta1,quaternary ammonium compound efflux SMR transporter QacE delta 1,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,115,115,100.0,100.0,115,WP_000679427.1,quaternary ammonium compound efflux SMR transporter QacE delta 1,,,SRR13327196,plasmid,AC237,AL339,NODE_75_length_17680_cov_17.199534,17680,0.468156108597285,d19269d8120760515a3c32460c28831a,not tested,rep_cluster_1254,000562__KT346360_00001,-,-,-,-,-,-,-,CP003907,0.00521614,Acinetobacter baumannii BJAB07104,-,-,-
SRR13327196,,NODE_75_length_17680_cov_17.199534,3710,4546,+,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,279,279,100.0,100.0,279,WP_000259031.1,sulfonamide-resistant dihydropteroate synthase Sul1,,,SRR13327196,plasmid,AC237,AL339,NODE_75_length_17680_cov_17.199534,17680,0.468156108597285,d19269d8120760515a3c32460c28831a,not tested,rep_cluster_1254,000562__KT346360_00001,-,-,-,-,-,-,-,CP003907,0.00521614,Acinetobacter baumannii BJAB07104,-,-,-
SRR13327196,,NODE_75_length_17680_cov_17.199534,7894,8664,+,armA,16S rRNA (guanine(1405)-N(7))-methyltransferase ArmA,core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,257,257,100.0,100.0,257,WP_000359986.1,16S rRNA (guanine(1405)-N(7))-methyltransferase ArmA,,,SRR13327196,plasmid,AC237,AL339,NODE_75_length_17680_cov_17.199534,17680,0.468156108597285,d19269d8120760515a3c32460c28831a,not tested,rep_cluster_1254,000562__KT346360_00001,-,-,-,-,-,-,-,CP003907,0.00521614,Acinetobacter baumannii BJAB07104,-,-,-
SRR13327196,,NODE_75_length_17680_cov_17.199534,10966,12438,+,msr(E),ABC-F type ribosomal protection protein Msr(E),core,AMR,AMR,MACROLIDE/STREPTOGRAMIN,AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN,EXACTX,491,491,100.0,100.0,491,WP_000052512.1,ABC-F type ribosomal protection protein Msr(E),,,SRR13327196,plasmid,AC237,AL339,NODE_75_length_17680_cov_17.199534,17680,0.468156108597285,d19269d8120760515a3c32460c28831a,not tested,rep_cluster_1254,000562__KT346360_00001,-,-,-,-,-,-,-,CP003907,0.00521614,Acinetobacter baumannii BJAB07104,-,-,-
SRR13327196,,NODE_75_length_17680_cov_17.199534,12497,13378,+,mph(E),Mph(E) family macrolide 2'-phosphotransferase,core,AMR,AMR,MACROLIDE,ERYTHROMYCIN,EXACTX,294,294,100.0,100.0,294,WP_000155092.1,Mph(E) family macrolide 2'-phosphotransferase,,,SRR13327196,plasmid,AC237,AL339,NODE_75_length_17680_cov_17.199534,17680,0.468156108597285,d19269d8120760515a3c32460c28831a,not tested,rep_cluster_1254,000562__KT346360_00001,-,-,-,-,-,-,-,CP003907,0.00521614,Acinetobacter baumannii BJAB07104,-,-,-
SRR13327196,,NODE_121_length_8936_cov_14.919656,108,1256,+,blaADC-73,extended-spectrum class C beta-lactamase ADC-73,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,383,383,100.0,100.0,383,WP_001211219.1,extended-spectrum class C beta-lactamase ADC-73,,,SRR13327196,chromosome,-,-,NODE_121_length_8936_cov_14.919656,8936,0.3681736794986571,f9290bd5d05aa7fda7b0c1372741cfcf,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SRR13327196,,NODE_145_length_6944_cov_15.753689,5927,6748,-,blaOXA-66,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,274,274,100.0,100.0,274,WP_001021792.1,OXA-51 family carbapenem-hydrolyzing class D beta-lactamase OXA-66,,,SRR13327196,plasmid,AE271,AO017,NODE_145_length_6944_cov_15.753689,6944,0.389544930875576,5a752b70a436678024c0a0a050485886,not tested,-,-,-,-,-,-,-,-,-,CP039931,0.0197565,Acinetobacter baumannii,-,-,-
SRR13327196,,NODE_146_length_6885_cov_20.753610,308,1507,-,tet(B),tetracycline efflux MFS transporter Tet(B),core,AMR,AMR,TETRACYCLINE,TETRACYCLINE,BLASTX,400,401,99.75,100.0,400,WP_001089072.1,tetracycline efflux MFS transporter Tet(B),,,SRR13327196,plasmid,AF098,-,NODE_146_length_6885_cov_20.753610,6885,0.494553376906318,a438cbd95b072a04bfd4136dd55a5a9d,not tested,-,-,-,-,-,-,-,-,-,KM189195,0.0556462,Vibrio parahaemolyticus,-,-,-
SRR13327196,,NODE_146_length_6885_cov_20.753610,4883,5716,-,aph(6)-Id,aminoglycoside O-phosphotransferase APH(6)-Id,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,278,278,100.0,100.0,278,WP_000480968.1,aminoglycoside O-phosphotransferase APH(6)-Id,,,SRR13327196,plasmid,AF098,-,NODE_146_length_6885_cov_20.753610,6885,0.494553376906318,a438cbd95b072a04bfd4136dd55a5a9d,not tested,-,-,-,-,-,-,-,-,-,KM189195,0.0556462,Vibrio parahaemolyticus,-,-,-
SRR13327196,,NODE_146_length_6885_cov_20.753610,5719,6519,-,aph(3'')-Ib,aminoglycoside O-phosphotransferase APH(3'')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,267,267,100.0,100.0,267,WP_001082319.1,aminoglycoside O-phosphotransferase APH(3'')-Ib,,,SRR13327196,plasmid,AF098,-,NODE_146_length_6885_cov_20.753610,6885,0.494553376906318,a438cbd95b072a04bfd4136dd55a5a9d,not tested,-,-,-,-,-,-,-,-,-,KM189195,0.0556462,Vibrio parahaemolyticus,-,-,-
SRR13327196,,NODE_220_length_2445_cov_26.575472,1593,2411,-,blaOXA-23,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,ALLELEX,273,273,100.0,100.0,273,WP_001046004.1,OXA-23 family carbapenem-hydrolyzing class D beta-lactamase OXA-23,,,SRR13327196,plasmid,AB114,AJ692,NODE_220_length_2445_cov_26.575472,2445,0.3738241308793456,edf0228d72d0c433f4db30a9fd292761,not tested,-,-,-,-,-,-,-,-,-,CP026128,0.0106116,Acinetobacter baumannii,-,-,-
SRR13327196,,NODE_239_length_1772_cov_18.714286,797,1654,+,blaTEM-1,broad-spectrum class A beta-lactamase TEM-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,ALLELEX,286,286,100.0,100.0,286,WP_000027057.1,broad-spectrum class A beta-lactamase TEM-1,,,SRR13327196,plasmid,AF098,-,NODE_239_length_1772_cov_18.714286,1772,0.4881489841986456,89982ade5a6492d1de70326a3118daf4,not tested,-,-,-,-,-,-,-,-,-,KM189195,0.0556462,Vibrio parahaemolyticus,"CP001182,EU780013,JQ899055","IS15,ISPam4,Tn3",repetitve element
SRR13327196,,NODE_270_length_1128_cov_18.135083,165,977,+,aph(3')-Ia,aminoglycoside O-phosphotransferase APH(3')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN,EXACTX,271,271,100.0,100.0,271,WP_000018326.1,aminoglycoside O-phosphotransferase APH(3')-Ia,,,SRR13327196,plasmid,AC237,AL339,NODE_270_length_1128_cov_18.135083,1128,0.4388297872340425,399a76d9620201ccfe933562b657c1f3,not tested,-,-,-,-,-,-,-,-,-,CP003907,0.00521614,Acinetobacter baumannii BJAB07104,"MF805806,CP001182,MF372716,JQ899055","IS1006,IS15,ISPmi2,Tn3",repetitve element
SRR13327196,,NODE_36_length_30628_cov_27.990599,6139,6924,-,ant(3'')-IIa,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,BLASTX,262,262,100.0,98.85,262,WP_001279062.1,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,,,SRR13327196,chromosome,-,-,NODE_36_length_30628_cov_27.990599,30628,0.4115515214836098,4a9c9fffa8e5af815582718b0f4b176d,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SRR13327196,,NODE_75_length_17680_cov_17.199534,1077,1628,+,aac(6')-Ib',aminoglycoside N-acetyltransferase AAC(6')-Ib',core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,184,184,100.0,100.0,184,WP_014454105.1,aminoglycoside N-acetyltransferase AAC(6')-Ib',,,SRR13327196,plasmid,AC237,AL339,NODE_75_length_17680_cov_17.199534,17680,0.468156108597285,d19269d8120760515a3c32460c28831a,not tested,rep_cluster_1254,000562__KT346360_00001,-,-,-,-,-,-,-,CP003907,0.00521614,Acinetobacter baumannii BJAB07104,-,-,-
SRR13327196,,NODE_75_length_17680_cov_17.199534,1724,2353,+,catB8,type B-3 chloramphenicol O-acetyltransferase CatB8,core,AMR,AMR,PHENICOL,CHLORAMPHENICOL,EXACTX,210,210,100.0,100.0,210,WP_002075262.1,type B-3 chloramphenicol O-acetyltransferase CatB8,,,SRR13327196,plasmid,AC237,AL339,NODE_75_length_17680_cov_17.199534,17680,0.468156108597285,d19269d8120760515a3c32460c28831a,not tested,rep_cluster_1254,000562__KT346360_00001,-,-,-,-,-,-,-,CP003907,0.00521614,Acinetobacter baumannii BJAB07104,-,-,-
SRR13327196,,NODE_75_length_17680_cov_17.199534,2414,3202,+,aadA1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,EXACTX,263,263,100.0,100.0,263,WP_001206316.1,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1,,,SRR13327196,plasmid,AC237,AL339,NODE_75_length_17680_cov_17.199534,17680,0.468156108597285,d19269d8120760515a3c32460c28831a,not tested,rep_cluster_1254,000562__KT346360_00001,-,-,-,-,-,-,-,CP003907,0.00521614,Acinetobacter baumannii BJAB07104,-,-,-
SRR13327196,,NODE_75_length_17680_cov_17.199534,3369,3713,+,qacEdelta1,quaternary ammonium compound efflux SMR transporter QacE delta 1,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,115,115,100.0,100.0,115,WP_000679427.1,quaternary ammonium compound efflux SMR transporter QacE delta 1,,,SRR13327196,plasmid,AC237,AL339,NODE_75_length_17680_cov_17.199534,17680,0.468156108597285,d19269d8120760515a3c32460c28831a,not tested,rep_cluster_1254,000562__KT346360_00001,-,-,-,-,-,-,-,CP003907,0.00521614,Acinetobacter baumannii BJAB07104,-,-,-
SRR13327196,,NODE_75_length_17680_cov_17.199534,3710,4546,+,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,279,279,100.0,100.0,279,WP_000259031.1,sulfonamide-resistant dihydropteroate synthase Sul1,,,SRR13327196,plasmid,AC237,AL339,NODE_75_length_17680_cov_17.199534,17680,0.468156108597285,d19269d8120760515a3c32460c28831a,not tested,rep_cluster_1254,000562__KT346360_00001,-,-,-,-,-,-,-,CP003907,0.00521614,Acinetobacter baumannii BJAB07104,-,-,-
SRR13327196,,NODE_75_length_17680_cov_17.199534,7894,8664,+,armA,16S rRNA (guanine(1405)-N(7))-methyltransferase ArmA,core,AMR,AMR,AMINOGLYCOSIDE,GENTAMICIN,EXACTX,257,257,100.0,100.0,257,WP_000359986.1,16S rRNA (guanine(1405)-N(7))-methyltransferase ArmA,,,SRR13327196,plasmid,AC237,AL339,NODE_75_length_17680_cov_17.199534,17680,0.468156108597285,d19269d8120760515a3c32460c28831a,not tested,rep_cluster_1254,000562__KT346360_00001,-,-,-,-,-,-,-,CP003907,0.00521614,Acinetobacter baumannii BJAB07104,-,-,-
SRR13327196,,NODE_75_length_17680_cov_17.199534,10966,12438,+,msr(E),ABC-F type ribosomal protection protein Msr(E),core,AMR,AMR,MACROLIDE/STREPTOGRAMIN,AZITHROMYCIN/ERYTHROMYCIN/STREPTOGRAMIN,EXACTX,491,491,100.0,100.0,491,WP_000052512.1,ABC-F type ribosomal protection protein Msr(E),,,SRR13327196,plasmid,AC237,AL339,NODE_75_length_17680_cov_17.199534,17680,0.468156108597285,d19269d8120760515a3c32460c28831a,not tested,rep_cluster_1254,000562__KT346360_00001,-,-,-,-,-,-,-,CP003907,0.00521614,Acinetobacter baumannii BJAB07104,-,-,-
SRR13327196,,NODE_75_length_17680_cov_17.199534,12497,13378,+,mph(E),Mph(E) family macrolide 2'-phosphotransferase,core,AMR,AMR,MACROLIDE,ERYTHROMYCIN,EXACTX,294,294,100.0,100.0,294,WP_000155092.1,Mph(E) family macrolide 2'-phosphotransferase,,,SRR13327196,plasmid,AC237,AL339,NODE_75_length_17680_cov_17.199534,17680,0.468156108597285,d19269d8120760515a3c32460c28831a,not tested,rep_cluster_1254,000562__KT346360_00001,-,-,-,-,-,-,-,CP003907,0.00521614,Acinetobacter baumannii BJAB07104,-,-,-
SRR13327198,,NODE_25_length_64282_cov_9.839880,150,671,-,sat2,streptothricin N-acetyltransferase Sat2,core,AMR,AMR,STREPTOTHRICIN,STREPTOTHRICIN,EXACTX,174,174,100.0,100.0,174,WP_000704156.1,streptothricin N-acetyltransferase Sat2,,,SRR13327198,chromosome,-,-,NODE_25_length_64282_cov_9.839880,64282,0.391431504931396,e2d18dbb16f2789e1f413f721b674f88,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SRR13327198,,NODE_25_length_64282_cov_9.839880,769,1239,-,dfrA1,trimethoprim-resistant dihydrofolate reductase DfrA1,core,AMR,AMR,TRIMETHOPRIM,TRIMETHOPRIM,EXACTX,157,157,100.0,100.0,157,WP_000777554.1,trimethoprim-resistant dihydrofolate reductase DfrA1,,,SRR13327198,chromosome,-,-,NODE_25_length_64282_cov_9.839880,64282,0.391431504931396,e2d18dbb16f2789e1f413f721b674f88,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SRR13327198,,NODE_33_length_43264_cov_9.697069,34685,35470,-,ant(3'')-IIa,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,EXACTX,262,262,100.0,100.0,262,WP_001279062.1,aminoglycoside nucleotidyltransferase ANT(3'')-IIa,,,SRR13327198,chromosome,-,-,NODE_33_length_43264_cov_9.697069,43264,0.3962185650887574,d0500b6880c13b83a179f8ff29e1d6a7,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SRR13327198,,NODE_3_length_177998_cov_9.653324,176366,177514,-,blaADC-191,extended-spectrum class C beta-lactamase ADC-191,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,ALLELEX,383,383,100.0,100.0,383,WP_003112187.1,extended-spectrum class C beta-lactamase ADC-191,,,SRR13327198,chromosome,-,-,NODE_3_length_177998_cov_9.653324,177998,0.3833189136956595,1b38a15cee2912284aa47420ba7d95c4,not tested,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SRR13327198,,NODE_63_length_9971_cov_8.886548,8592,9428,-,sul1,sulfonamide-resistant dihydropteroate synthase Sul1,core,AMR,AMR,SULFONAMIDE,SULFONAMIDE,EXACTX,279,279,100.0,100.0,279,WP_000259031.1,sulfonamide-resistant dihydropteroate synthase Sul1,,,SRR13327198,chromosome,-,-,NODE_63_length_9971_cov_8.886548,9971,0.5319426336375489,58b2220fc4e3d691d35e6226e5c69b62,not tested,-,-,-,-,-,-,-,-,-,-,-,-,CP001182,IS15,repetitve element
SRR13327198,,NODE_63_length_9971_cov_8.886548,9425,9769,-,qacEdelta1,quaternary ammonium compound efflux SMR transporter QacE delta 1,core,STRESS,BIOCIDE,QUATERNARY AMMONIUM,QUATERNARY AMMONIUM,ALLELEX,115,115,100.0,100.0,115,WP_000679427.1,quaternary ammonium compound efflux SMR transporter QacE delta 1,,,SRR13327198,chromosome,-,-,NODE_63_length_9971_cov_8.886548,9971,0.5319426336375489,58b2220fc4e3d691d35e6226e5c69b62,not tested,-,-,-,-,-,-,-,-,-,-,-,-,CP001182,IS15,repetitve element
